"Timestamp","CPU_Total_Percent","CPU_User_Percent","CPU_Privileged_Percent","ProcessorQueueLength","Memory_Available_MB","Memory_Committed_Bytes","Memory_Pages_PerSec","Memory_PageFaults_PerSec","Disk_Time_Percent","Disk_Read_Latency_ms","Disk_Write_Latency_ms","Disk_Reads_PerSec","Disk_Writes_PerSec","Network_Bytes_PerSec","Network_Packets_PerSec","Thermal_Temperature_C"
"9/10/2026 1:31:51 PM","65.0358224930771","36.1168376192882","28.8166306781079","1","637","10455789568","222.789857773925","49485.0930315986","85.8885176323671","4.07472137203166","0.217385436893204","374.209519416241","915.282914245001","1803.72340467405","14.7604206601805","24.85"
